		#naca0018		
#group	#point	#x_cord	#y_cord	#z_cord
1	1396	0,14923	-0,080059	0,0000
1	1397	0,14784	-0,079843	0,0000
1	1398	0,14645	-0,079624	0,0000
1	1399	0,14506	-0,079403	0,0000
1	1400	0,14368	-0,07918	0,0000
1	1401	0,14231	-0,078954	0,0000
1	1402	0,14094	-0,078727	0,0000
1	1403	0,13957	-0,078497	0,0000
1	1404	0,13822	-0,078264	0,0000
1	1405	0,13686	-0,07803	0,0000
1	1406	0,13552	-0,077793	0,0000
1	1407	0,13417	-0,077554	0,0000
1	1408	0,13284	-0,077313	0,0000
1	1409	0,13151	-0,07707	0,0000
1	1410	0,13018	-0,076824	0,0000
1	1411	0,12887	-0,076576	0,0000
1	1412	0,12755	-0,076326	0,0000
1	1413	0,12625	-0,076074	0,0000
1	1414	0,12494	-0,07582	0,0000
1	1415	0,12365	-0,075563	0,0000
1	1416	0,12236	-0,075304	0,0000
1	1417	0,12108	-0,075043	0,0000
1	1418	0,1198	-0,07478	0,0000
1	1419	0,11852	-0,074515	0,0000
1	1420	0,11726	-0,074248	0,0000
1	1421	0,116	-0,073978	0,0000
1	1422	0,11474	-0,073706	0,0000
1	1423	0,11349	-0,073433	0,0000
1	1424	0,11225	-0,073157	0,0000
1	1425	0,11102	-0,072878	0,0000
1	1426	0,10978	-0,072598	0,0000
1	1427	0,10856	-0,072316	0,0000
1	1428	0,10734	-0,072032	0,0000
1	1429	0,10613	-0,071745	0,0000
1	1430	0,10492	-0,071456	0,0000
1	1431	0,10372	-0,071166	0,0000
1	1432	0,10253	-0,070873	0,0000
1	1433	0,10134	-0,070578	0,0000
1	1434	0,10016	-0,070281	0,0000
1	1435	0,098982	-0,069982	0,0000
1	1436	0,097812	-0,069681	0,0000
1	1437	0,096649	-0,069378	0,0000
1	1438	0,095492	-0,069073	0,0000
1	1439	0,094341	-0,068766	0,0000
1	1440	0,093196	-0,068457	0,0000
1	1441	0,092057	-0,068146	0,0000
1	1442	0,090925	-0,067833	0,0000
1	1443	0,089799	-0,067518	0,0000
1	1444	0,08868	-0,067201	0,0000
1	1445	0,087567	-0,066882	0,0000
1	1446	0,08646	-0,066561	0,0000
1	1447	0,085359	-0,066238	0,0000
1	1448	0,084265	-0,065913	0,0000
1	1449	0,083178	-0,065586	0,0000
1	1450	0,082096	-0,065257	0,0000
1	1451	0,081022	-0,064926	0,0000
1	1452	0,079953	-0,064594	0,0000
1	1453	0,078891	-0,064259	0,0000
1	1454	0,077836	-0,063923	0,0000
1	1455	0,076787	-0,063584	0,0000
1	1456	0,075745	-0,063244	0,0000
1	1457	0,074709	-0,062902	0,0000
1	1458	0,07368	-0,062558	0,0000
1	1459	0,072657	-0,062212	0,0000
1	1460	0,071641	-0,061865	0,0000
1	1461	0,070632	-0,061515	0,0000
1	1462	0,069629	-0,061164	0,0000
1	1463	0,068633	-0,06081	0,0000
1	1464	0,067643	-0,060455	0,0000
1	1465	0,06666	-0,060099	0,0000
1	1466	0,065684	-0,05974	0,0000
1	1467	0,064715	-0,05938	0,0000
1	1468	0,063752	-0,059017	0,0000
1	1469	0,062796	-0,058653	0,0000
1	1470	0,061847	-0,058288	0,0000
1	1471	0,060904	-0,05792	0,0000
1	1472	0,059968	-0,057551	0,0000
1	1473	0,059039	-0,05718	0,0000
1	1474	0,058117	-0,056808	0,0000
1	1475	0,057202	-0,056433	0,0000
1	1476	0,056293	-0,056057	0,0000
1	1477	0,055392	-0,055679	0,0000
1	1478	0,054497	-0,0553	0,0000
1	1479	0,053609	-0,054919	0,0000
1	1480	0,052728	-0,054536	0,0000
1	1481	0,051853	-0,054151	0,0000
1	1482	0,050986	-0,053765	0,0000
1	1483	0,050126	-0,053377	0,0000
1	1484	0,049272	-0,052988	0,0000
1	1485	0,048426	-0,052597	0,0000
1	1486	0,047586	-0,052204	0,0000
1	1487	0,046754	-0,05181	0,0000
1	1488	0,045928	-0,051414	0,0000
1	1489	0,04511	-0,051017	0,0000
1	1490	0,044298	-0,050618	0,0000
1	1491	0,043494	-0,050217	0,0000
1	1492	0,042696	-0,049815	0,0000
1	1493	0,041906	-0,049411	0,0000
1	1494	0,041123	-0,049006	0,0000
1	1495	0,040346	-0,048599	0,0000
1	1496	0,039577	-0,048191	0,0000
1	1497	0,038815	-0,047781	0,0000
1	1498	0,03806	-0,04737	0,0000
1	1499	0,037312	-0,046957	0,0000
1	1500	0,036572	-0,046542	0,0000
1	1501	0,035838	-0,046127	0,0000
1	1502	0,035112	-0,045709	0,0000
1	1503	0,034393	-0,045291	0,0000
1	1504	0,03368	-0,04487	0,0000
1	1505	0,032976	-0,044449	0,0000
1	1506	0,032278	-0,044026	0,0000
1	1507	0,031588	-0,043601	0,0000
1	1508	0,030904	-0,043175	0,0000
1	1509	0,030228	-0,042748	0,0000
1	1510	0,02956	-0,042319	0,0000
1	1511	0,028898	-0,041889	0,0000
1	1512	0,028244	-0,041458	0,0000
1	1513	0,027597	-0,041025	0,0000
1	1514	0,026957	-0,04059	0,0000
1	1515	0,026325	-0,040155	0,0000
1	1516	0,0257	-0,039718	0,0000
1	1517	0,025082	-0,03928	0,0000
1	1518	0,024472	-0,03884	0,0000
1	1519	0,023869	-0,038399	0,0000
1	1520	0,023273	-0,037957	0,0000
1	1521	0,022685	-0,037513	0,0000
1	1522	0,022103	-0,037068	0,0000
1	1523	0,02153	-0,036622	0,0000
1	1524	0,020964	-0,036175	0,0000
1	1525	0,020405	-0,035726	0,0000
1	1526	0,019853	-0,035276	0,0000
1	1527	0,019309	-0,034825	0,0000
1	1528	0,018772	-0,034372	0,0000
1	1529	0,018243	-0,033919	0,0000
1	1530	0,017721	-0,033464	0,0000
1	1531	0,017207	-0,033008	0,0000
1	1532	0,0167	-0,03255	0,0000
1	1533	0,0162	-0,032092	0,0000
1	1534	0,015708	-0,031632	0,0000
1	1535	0,015224	-0,031171	0,0000
1	1536	0,014747	-0,030709	0,0000
1	1537	0,014277	-0,030245	0,0000
1	1538	0,013815	-0,029781	0,0000
1	1539	0,01336	-0,029315	0,0000
1	1540	0,012913	-0,028848	0,0000
1	1541	0,012474	-0,02838	0,0000
1	1542	0,012042	-0,027911	0,0000
1	1543	0,011617	-0,027441	0,0000
1	1544	0,0112	-0,026969	0,0000
1	1545	0,010791	-0,026497	0,0000
1	1546	0,010389	-0,026023	0,0000
1	1547	0,0099942	-0,025549	0,0000
1	1548	0,0096074	-0,025073	0,0000
1	1549	0,0092281	-0,024596	0,0000
1	1550	0,0088564	-0,024118	0,0000
1	1551	0,0084922	-0,023639	0,0000
1	1552	0,0081357	-0,023158	0,0000
1	1553	0,0077867	-0,022677	0,0000
1	1554	0,0074453	-0,022195	0,0000
1	1555	0,0071116	-0,021711	0,0000
1	1556	0,0067854	-0,021227	0,0000
1	1557	0,0064668	-0,020742	0,0000
1	1558	0,0061558	-0,020255	0,0000
1	1559	0,0058525	-0,019768	0,0000
1	1560	0,0055568	-0,019279	0,0000
1	1561	0,0052686	-0,018789	0,0000
1	1562	0,0049882	-0,018299	0,0000
1	1563	0,0047153	-0,017807	0,0000
1	1564	0,0044501	-0,017314	0,0000
1	1565	0,0041926	-0,016821	0,0000
1	1566	0,0039426	-0,016326	0,0000
1	1567	0,0037004	-0,015831	0,0000
1	1568	0,0034658	-0,015334	0,0000
1	1569	0,0032388	-0,014836	0,0000
1	1570	0,0030195	-0,014338	0,0000
1	1571	0,0028079	-0,013838	0,0000
1	1572	0,0026039	-0,013338	0,0000
1	1573	0,0024076	-0,012837	0,0000
1	1574	0,002219	-0,012334	0,0000
1	1575	0,0020381	-0,011831	0,0000
1	1576	0,0018648	-0,011326	0,0000
1	1577	0,0016992	-0,010821	0,0000
1	1578	0,0015413	-0,010315	0,0000
1	1579	0,0013911	-0,009808	0,0000
1	1580	0,0012486	-0,0092999	0,0000
1	1581	0,0011138	-0,008791	0,0000
1	1582	0,00098664	-0,0082811	0,0000
1	1583	0,00086719	-0,0077703	0,0000
1	1584	0,00075545	-0,0072585	0,0000
1	1585	0,00065141	-0,0067459	0,0000
1	1586	0,00055506	-0,0062324	0,0000
1	1587	0,00046642	-0,0057179	0,0000
1	1588	0,00038548	-0,0052026	0,0000
1	1589	0,00031225	-0,0046863	0,0000
1	1590	0,00024672	-0,0041692	0,0000
1	1591	0,0001889	-0,0036511	0,0000
1	1592	0,00013878	-0,0031322	0,0000
1	1593	9,64E-05	-0,0026124	0,0000
1	1594	6,17E-05	-0,0020916	0,0000
1	1595	3,47E-05	-0,0015701	0,0000
1	1596	1,54E-05	-0,0010476	0,0000
1	1597	3,86E-06	-0,00052423	0,0000
1	0	0	0	0,0000
